timestamp,sysDescr,sysUpTimeInstance,latency
2014-08-19 02:54:13.223,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:12.05,2
2014-08-19 02:54:15.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:14.05,2
2014-08-19 02:54:17.217,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:16.05,2
2014-08-19 02:54:19.217,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:18.05,3
2014-08-19 02:54:21.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:20.05,2
2014-08-19 02:54:23.218,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:22.05,4
2014-08-19 02:54:25.222,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:24.05,3
2014-08-19 02:54:27.22,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:26.05,2
2014-08-19 02:54:29.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:28.05,2
2014-08-19 02:54:31.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:30.05,2
2014-08-19 02:54:33.217,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:32.05,2
2014-08-19 02:54:35.218,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:34.05,3
2014-08-19 02:54:37.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:36.05,2
2014-08-19 02:54:39.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:38.05,2
2014-08-19 02:54:41.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:40.05,2
2014-08-19 02:54:43.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:42.05,2
2014-08-19 02:54:45.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:44.05,2
2014-08-19 02:54:47.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:46.05,2
2014-08-19 02:54:49.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:48.05,2
2014-08-19 02:54:51.217,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:50.05,3
2014-08-19 02:54:53.217,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:52.05,2
2014-08-19 02:54:55.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:54.05,2
2014-08-19 02:54:57.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:56.05,2
2014-08-19 02:54:59.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:46:58.05,2
2014-08-19 02:55:01.218,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:00.05,2
2014-08-19 02:55:03.218,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:02.05,3
2014-08-19 02:55:05.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:04.05,2
2014-08-19 02:55:07.217,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:06.05,2
2014-08-19 02:55:09.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:08.05,2
2014-08-19 02:55:11.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:10.05,2
2014-08-19 02:55:13.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:12.05,2
2014-08-19 02:55:15.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:14.05,2
2014-08-19 02:55:17.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:16.05,2
2014-08-19 02:55:19.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:18.05,2
2014-08-19 02:55:21.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:20.05,2
2014-08-19 02:55:23.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:22.05,2
2014-08-19 02:55:25.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:24.05,2
2014-08-19 02:55:27.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:26.05,2
2014-08-19 02:55:29.219,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:28.05,5
2014-08-19 02:55:31.217,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:30.05,3
2014-08-19 02:55:33.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:32.05,2
2014-08-19 02:55:35.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:34.05,2
2014-08-19 02:55:37.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:36.05,2
2014-08-19 02:55:39.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:38.05,2
2014-08-19 02:55:41.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:40.05,2
2014-08-19 02:55:43.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:42.05,2
2014-08-19 02:55:45.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:44.05,2
2014-08-19 02:55:47.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:46.05,2
2014-08-19 02:55:49.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:48.05,2
2014-08-19 02:55:51.304,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:50.05,90
2014-08-19 02:55:53.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:52.05,2
2014-08-19 02:55:55.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:54.05,2
2014-08-19 02:55:57.226,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:56.05,2
2014-08-19 02:55:59.229,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:47:58.05,15
2014-08-19 02:56:01.227,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:48:00.05,2
2014-08-19 02:56:03.216,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:48:02.05,2
2014-08-19 02:56:05.219,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:48:04.05,5
2014-08-19 02:56:07.228,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:48:06.05,14
2014-08-19 02:56:09.217,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:48:08.05,2
2014-08-19 02:56:13.455,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:48:12.05,2
2014-08-19 02:56:13.457,Linux usp-demo 3.11.0-15-generic #25~precise1-Ubuntu SMP Thu Jan 30 17:39:31 UTC 2014 x86_64,9:48:10.05,2
